z_cluster,z_minScore,z_maxScore
48840,0.7520854355128901,0.9897303750308992
83910,"",""
117150,"",""
126690,"",""
110910,"",""
27210,0.47754459426310214,0.47754459426310214
27360,0.5948232464225209,0.5948232464225209
1710,"",""
76468,0.6584347661217765,0.6584347661217765
78780,0.9795031788772025,0.9952227536000962
720,"",""
73080,"",""
67677,0.9794628430349047,0.9804073553960307
13947,0.9906762901168721,0.9906762901168721
130020,"",""
132840,"",""
55377,0.9786549355788731,0.9929942237321697
127947,0.9896835227115497,0.9896835227115497
8910,"",""
85137,0.9863922242233527,0.9945263641454891
36291,0.9867946546556445,0.9952227536000962
27654,0.9733653583599653,0.9896835227115497
76468,0.4011180499052023,0.9952227536000962
22230,"",""
69180,"",""
8130,"",""
67980,"",""
35430,"",""
18630,"",""
67050,"",""
25110,"",""
86370,"",""
9360,"",""
116580,"",""
56940,"",""
2766,0.5309387549297804,0.9889691643506234
39120,0.9563484513864555,0.9933947021730274
122280,0.9767814517179768,0.9767814517179768
73191,0.9079668781832613,0.9473505310288964
61590,"",""
32790,"",""
33210,"",""
122040,"",""
77490,"",""
10920,0.5971388906655097,0.5971388906655097
132360,"",""
56970,"",""
114150,"",""
5160,"",""
76500,"",""
42480,"",""
100800,"",""
76875,0.9742698844483362,0.9943646509688207
62250,"",""
124410,"",""
97680,0.9952227536000962,0.9952227536000962
114270,"",""
132000,"",""
56760,"",""
97350,"",""
1260,"",""
119700,"",""
70440,"",""
45600,"",""
41970,"",""
7080,"",""
128790,"",""
25800,"",""
73830,"",""
9300,"",""
18360,"",""
66660,"",""
109410,"",""
19440,"",""
77460,"",""
105210,"",""
17310,0.9896042614791929,0.9948399587434966
103260,"",""
78321,0.9339141260383342,0.9841165013442649
60120,0.981138821011245,0.9839430628218069
27033,0.4305897953934396,0.4305897953934396
84450,"",""
1894,0.852955811945314,0.852955811945314
121884,0.9916567714662295,0.9936026813324017
1119,0.46359230563550713,0.46359230563550713
115980,"",""
25050,"",""
72720,"",""
41100,"",""
74430,"",""
59250,"",""
40530,"",""
121650,"",""
14130,0.97234152126869,0.9947826487625325
65724,0.9815901830928487,0.9815901830928487
43860,"",""
37054,0.4303000052532197,0.5066849330168359
39090,"",""
67287,0.9819092912978522,0.9945263641454891
65790,"",""
65700,"",""
4500,"",""
111420,"",""
119430,"",""
71370,"",""
128610,"",""
39600,"",""
31647,0.9206417997395504,0.9877717739307961
20901,0.9823457334594456,0.9936889258103045
32130,"",""
127890,"",""
101970,"",""
108357,0.9925783838194544,0.9925783838194544
4298,0.47992378763912263,0.47992378763912263
25920,"",""
3866,0.4082139695061763,0.9920972148536904
55740,0.981138821011245,0.981138821011245
81240,"",""
88110,0.9936518619633834,0.9936518619633834
86220,"",""
97440,"",""
103380,"",""
107760,"",""
43017,0.9883093532221271,0.9883093532221271
92610,"",""
45900,"",""
45630,"",""
26160,"",""
111000,"",""
8610,"",""
113790,"",""
4680,"",""
19071,0.973436426737547,0.9889402778632468
55350,"",""
112650,"",""
10320,"",""
20610,"",""
63750,"",""
108960,"",""
112200,"",""
64377,0.9909707543225671,0.9909707543225671
111510,"",""
42324,0.9905735672650621,0.9927326341289433
5700,"",""
23443,0.5387383418038293,0.5387383418038293
5670,"",""
41010,"",""
114000,"",""
124530,"",""
87810,"",""
20940,"",""
99534,0.9952227536000962,0.9952227536000962
96531,0.9391060254175654,0.9816785512096456
9630,"",""
47970,"",""
117900,"",""
86700,"",""
19078,0.9920858530472108,0.9920858530472108
56311,"",""
120931,"",""
95071,"",""
59191,"",""
18721,"",""
85741,"",""
106561,"",""
3541,"",""
30121,"",""
35290,0.5543144987054961,0.7157287245910918
11011,"",""
123661,"",""
127531,"",""
50281,"",""
95461,"",""
120121,"",""
113701,"",""
124561,"",""
77692,0.9873317573000587,0.9873317573000587
108841,"",""
1201,"",""
26161,"",""
5071,"",""
69451,"",""
131041,"",""
107581,"",""
59791,"",""
4013,0.8700432807052775,0.9733653583599653
84658,0.7353786933946362,0.7353786933946362
1348,0.9826277423499531,0.9826277423499531
92395,0.9899978919775898,0.9948058035317234
75475,0.7694048371911497,0.7694048371911497
80995,0.9921989627336267,0.9925308478755914
59071,0.9402274688508967,0.9947826487625325
75298,0.9545091352677391,0.9952227536000962
103282,0.993900467254323,0.993900467254323
51241,"",""
105901,"",""
122941,"",""
51061,"",""
38161,"",""
3031,"",""
126841,"",""
113041,"",""
3211,"",""
117751,"",""
23803,0.4147465322066377,0.4147465322066377
82254,0.4889492345042892,0.4889492345042892
61801,"",""
58141,"",""
68431,"",""
27746,0.4064235725520117,0.9949515356095802
121018,0.9932894653468864,0.9952227536000962
80701,0.9829690694819638,0.9942838533313981
27541,"",""
93571,"",""
69061,"",""
87121,"",""
28162,0.7833136223757857,0.9496078372472953
42571,"",""
98542,0.9803218033702893,0.9906918022220798
16051,"",""
40111,"",""
87241,"",""
66871,"",""
118651,"",""
43471,"",""
37681,"",""
41161,"",""
59485,0.9764900918246532,0.9764900918246532
7471,"",""
18322,0.9741743735896232,0.9846051895518203
122071,"",""
66661,"",""
19831,"",""
87178,0.9890000504916133,0.9890000504916133
43771,0.985216432290047,0.988883280311832
4526,0.6365397874602093,0.986912473475874
64711,"",""
125839,0.9769393696724928,0.9890173416326807
16021,"",""
89491,"",""
30271,"",""
7321,"",""
74851,"",""
127561,0.9891356835907431,0.9891356835907431
127621,"",""
118921,"",""
9211,"",""
103951,"",""
29791,"",""
40051,"",""
20191,"",""
25621,"",""
83131,"",""
11131,"",""
5611,"",""
13561,"",""
40018,0.9184606298939054,0.9184606298939054
126061,0.9824842368622498,0.9941867021577184
105115,0.9831049616252746,0.9831049616252746
33811,"",""
115981,0.9687557243867594,0.9952227536000962
59731,"",""
9541,0.6123875104408845,0.6123875104408845
92551,0.983990821437241,0.993900467254323
92335,0.9934207270725739,0.993965125192027
68365,0.9516882457972828,0.9833012551657081
55441,"",""
87451,"",""
22948,0.8797655805272593,0.9903889909248004
8431,"",""
54031,"",""
35581,"",""
48751,"",""
4171,"",""
1471,"",""
70681,"",""
106495,0.8115384869600087,0.9945528451349372
111331,"",""
114631,"",""
125761,0.7276345997995931,0.9396548067962831
15385,0.857744612392903,0.9854263239649065
30721,"",""
29911,"",""
118201,0.9861620498984338,0.9861620498984338
77371,"",""
110788,0.9409617870060935,0.9555253828708885
12301,"",""
100111,"",""
37231,"",""
128251,"",""
98431,"",""
39481,"",""
32581,"",""
88411,"",""
58231,"",""
74731,"",""
30361,"",""
49651,"",""
123601,"",""
106441,0.9841088891273874,0.993900467254323
84481,"",""
67681,"",""
75901,"",""
32338,0.9788289688681724,0.9837629415368181
4813,0.9886002185014459,0.9936734116065394
2585,0.9908005488851324,0.9921478618717209
119521,"",""
84955,0.9838047657313697,0.988908569723701
86128,0.974777604071511,0.985419692371109
77221,0.9849376750125535,0.9952227536000962
20431,"",""
125008,0.9818355962963545,0.9863339613112113
120961,"",""
104611,"",""
23401,"",""
42331,"",""
66751,"",""
108361,"",""
90721,"",""
4651,"",""
2192,"",""
37322,"",""
75392,"",""
11132,"",""
11314,0.48630221369586984,0.9336211461023525
25622,"",""
5078,0.4981916999543422,0.9952227536000962
92582,"",""
86762,"",""
88172,"",""
11833,0.44680565989272736,0.9923371683316095
49172,"",""
73502,"",""
75482,"",""
57392,"",""
87962,"",""
24062,"",""
74222,0.9891233041798274,0.9930676807585843
47942,"",""
50852,0.9165120244595698,0.9615734292435567
54122,0.9359320174555228,0.9744850829104693
45212,"",""
22352,"",""
53162,"",""
73253,0.45550977344337207,0.9952227536000962
3463,0.5123936122862743,0.6474843136225301
54539,0.9796920207125878,0.9796920207125878
56792,"",""
62432,0.4427337442291019,0.4427337442291019
30770,0.7918270843691195,0.9841894431367129
59312,"",""
72452,"",""
55292,"",""
12602,"",""
40292,"",""
70442,"",""
80012,"",""
16892,0.5012761005075069,0.5012761005075069
33989,0.9674591632876037,0.9900592205763161
33332,"",""
35732,"",""
78122,"",""
626,0.9673846509860614,0.9785559509681127
80513,0.8984417350179733,0.9565780961801286
81242,"",""
55262,0.939959099392251,0.9917484029854083
66656,0.9441230390624125,0.988205893982431
79562,"",""
31232,"",""
1532,"",""
65762,"",""
88232,"",""
55622,"",""
4802,0.4272985176241536,0.4272985176241536
14942,0.981138821011245,0.9943837780026439
57902,0.9831660496559477,0.9831660496559477
29530,0.9569020007795781,0.9784927820942463
31262,"",""
81092,"",""
70292,"",""
19052,"",""
53762,"",""
85322,"",""
40532,"",""
25412,"",""
8090,0.6682851005854114,0.9922892171666426
8339,0.4102796786280532,0.9478252233027152
62522,"",""
88622,"",""
85892,"",""
58172,"",""
90419,0.9946354789169107,0.9949109049845081
8492,"",""
88292,"",""
63422,"",""
20612,"",""
63512,"",""
36302,"",""
91292,"",""
64142,"",""
48662,"",""
94082,"",""
39953,0.4370676266176336,0.992863017656815
68099,0.9749051249805517,0.9749051249805517
54902,"",""
28472,"",""
8852,"",""
66863,0.6550605239059932,0.9952227536000962
59432,"",""
77672,"",""
85670,0.9458506742579724,0.9941920190537672
91562,0.9921989627336267,0.9921989627336267
40682,"",""
37952,"",""
72122,"",""
10501,0.961092502714715,0.9798089023767376
82892,"",""
25652,"",""
48632,"",""
63002,"",""
1652,"",""
13172,"",""
43622,"",""
19442,"",""
53522,"",""
124383,"",""
10923,0.5875895134525067,0.5875895134525067
101523,"",""
3963,"",""
99600,0.979501021613366,0.9931164460824398
132783,"",""
65934,0.5068357668051224,0.6763360604636208
15892,0.5335054658488938,0.5335054658488938
34923,"",""
26523,"",""
107643,0.9874845440182507,0.9952227536000962
537,0.9952227536000962,0.9952227536000962
37893,"",""
100263,0.9912055178964998,0.9912055178964998
123843,"",""
4983,"",""
43863,"",""
14510,0.5930298916149431,0.5930298916149431
106653,"",""
40953,"",""
6543,"",""
66033,"",""
6685,0.626178245264103,0.626178245264103
41583,"",""
111807,0.9271563956539515,0.9952227536000962
51963,"",""
87453,"",""
89103,"",""
93603,"",""
5307,0.41594917334550774,0.9952227536000962
10533,"",""
52983,"",""
86193,"",""
39093,"",""
48393,0.9925288023066008,0.9925288023066008
24300,0.9833099143893836,0.9933947355582081
122253,"",""
13923,"",""
53823,"",""
75363,"",""
69963,"",""
14187,0.9952227536000962,0.9952227536000962
110883,"",""
102813,"",""
63333,0.9896835227115497,0.991955220922719
2506,0.4059391778979362,0.7999631940137918
1920,0.7474604239733008,0.7474604239733008
90903,"",""
10683,"",""
7713,"",""
7953,"",""
7293,"",""
121653,"",""
13773,"",""
84993,"",""
59793,"",""
79113,"",""
103923,"",""
131913,"",""
91983,"",""
91683,0.9912924760257257,0.9912924760257257
26133,"",""
113433,"",""
102273,"",""
42933,"",""
42303,"",""
26013,"",""
10653,"",""
43953,"",""
8010,0.8172866462747679,0.8172866462747679
119583,"",""
7612,0.43635247881134465,0.43635247881134465
106563,"",""
88803,"",""
29433,"",""
103713,"",""
76113,"",""
75958,0.9429122649907418,0.9945335237786731
3698,0.7472725156113528,0.7472725156113528
573,"",""
25773,"",""
74673,"",""
73953,"",""
75783,"",""
67890,0.7621315426163771,0.9925468645354409
6663,"",""
111213,"",""
82413,"",""
14013,"",""
51660,0.992328779178773,0.992328779178773
44703,"",""
72393,"",""
16383,"",""
30363,"",""
34713,"",""
2733,"",""
86433,"",""
127623,"",""
21813,"",""
4347,0.4408419788161976,0.5485797122070857
97083,"",""
62913,"",""
83073,"",""
105243,"",""
9894,0.9816681544576353,0.988119411407836
47823,"",""
17913,"",""
63873,0.9831073963619201,0.9831073963619201
2316,0.6073339314131215,0.9434443707056519
69303,"",""
6144,0.9883192213939224,0.9918253212385348
4893,"",""
87813,0.946973615180468,0.946973615180468
52587,0.9754333359791023,0.9846756825703946
13413,"",""
98763,"",""
89913,0.9584570512452976,0.9891955807314199
46487,0.4444469390600166,0.9617396591854424
50343,"",""
47373,"",""
71673,"",""
108873,"",""
32793,"",""
17283,"",""
60213,0.7248133346076033,0.9864588058734041
79497,0.8487082992989192,0.9952227536000962
132993,"",""
93153,"",""
80373,"",""
86853,"",""
21873,"",""
2213,0.7872348795090672,0.8852038541793589
240,0.9929685179493949,0.9929685179493949
614,0.5876096586737902,0.9900741440345397
89193,"",""
98283,"",""
16833,0.4593604324889441,0.4593604324889441
33597,0.7906952933878483,0.8879720321351678
111717,0.9952227536000962,0.9952227536000962
873,"",""
111063,"",""
114544,0.9932932984677745,0.9932932984677745
75691,0.9487092802194613,0.9936734116065394
121894,"",""
104914,"",""
74404,"",""
131914,"",""
69424,"",""
87064,"",""
126874,"",""
76624,"",""
22054,"",""
120991,0.9952227536000962,0.9952227536000962
42004,"",""
66814,"",""
58744,"",""
66418,0.9485336725968837,0.960588108336289
91024,"",""
71374,"",""
38464,"",""
106318,0.9045832169938078,0.9045832169938078
69754,"",""
56464,"",""
53644,"",""
114244,"",""
8464,0.8474092565166458,0.9904573673744845
13894,"",""
98014,"",""
31174,"",""
49414,"",""
846,0.9684829908274922,0.9932217718215846
88474,"",""
71665,0.9601056834961648,0.9946784065926364
103141,0.969478341732954,0.969478341732954
61684,"",""
53974,"",""
30754,"",""
47164,"",""
47524,"",""
104074,"",""
57364,"",""
86824,0.7662871697772792,0.9929852922883682
52384,"",""
1774,"",""
114604,"",""
1624,0.9952227536000962,0.9952227536000962
31804,0.4275304702526739,0.4275304702526739
12424,0.9918815119692023,0.9941920190537672
101644,"",""
91834,"",""
15544,"",""
48574,"",""
127294,"",""
114364,"",""
64684,"",""
39244,"",""
16081,0.41280709098097584,0.9440924694058177
934,"",""
48244,"",""
4384,"",""
1264,"",""
104974,"",""
73624,"",""
93094,"",""
69724,"",""
43234,"",""
99904,"",""
119104,"",""
99694,"",""
3871,0.987295262375458,0.9952227536000962
15901,0.6750216643502731,0.9782788991692011
102064,"",""
11518,0.8178586090037948,0.9917228602549806
96424,"",""
43084,"",""
37864,"",""
56884,"",""
41314,"",""
14873,0.603733861516973,0.603733861516973
126061,0.9824842368622498,0.9928311100162658
85444,"",""
31624,0.9951264711394308,0.9951264711394308
52744,"",""
129151,0.9932395003213692,0.9932395003213692
96904,"",""
78775,0.981138821011245,0.9948194079334803
