z_cluster,z_minScore,z_maxScore
126360,"",""
74520,"",""
102900,0.9670171175130736,0.9952227536000962
86577,0.5309039622661076,0.9950590312422609
2790,"",""
105390,"",""
21930,"",""
66960,"",""
38010,"",""
21210,"",""
103110,"",""
97830,"",""
13650,0.9673142818961556,0.9673142818961556
117540,"",""
1258,0.7286421544586733,0.7286421544586733
91080,"",""
92550,0.975270829279544,0.9947209756762526
87264,0.8217117501404544,0.8217117501404544
8400,0.987497117323123,0.987497117323123
117630,"",""
87630,"",""
69600,"",""
112620,"",""
394,0.5350490553644192,0.5350490553644192
129690,"",""
52140,"",""
55830,"",""
68790,"",""
109590,"",""
131850,"",""
130230,"",""
83970,"",""
38250,"",""
15988,0.6507330856906672,0.6507330856906672
130650,0.9937601237018558,0.9937601237018558
65100,"",""
62850,"",""
104520,"",""
20850,"",""
44130,"",""
114960,"",""
65310,"",""
18750,"",""
26940,"",""
76680,"",""
107730,"",""
124380,"",""
28710,"",""
104040,"",""
21318,0.9795628707239913,0.9919307947998269
49770,"",""
33390,"",""
35070,"",""
4513,0.4396724517637517,0.9733653583599653
12360,"",""
101298,0.9389387439775305,0.9902570385699506
9717,0.9425746798925426,0.9894302358939571
3780,"",""
2934,0.9753961295832638,0.9937491581699864
130260,"",""
9531,0.40572954835437347,0.9951065949106059
5078,0.9900592205763161,0.9952227536000962
79230,"",""
131580,"",""
41040,"",""
32070,"",""
41247,0.4500502298637739,0.9910719712830135
88350,"",""
32280,"",""
34530,"",""
67867,0.5037016825172027,0.5037016825172027
59340,"",""
94320,"",""
1410,"",""
43140,0.9952227536000962,0.9952227536000962
110184,0.9119927004695806,0.9688790568034584
21090,"",""
27147,0.9796151621729058,0.9796151621729058
24390,"",""
27780,"",""
26310,"",""
95574,0.9688286370216642,0.987640518210035
126,0.4802073581234423,0.4802073581234423
130818,0.7006574634955378,0.9850136641316596
32550,0.930294881686598,0.9912275563985765
16770,"",""
22170,0.5787876634357614,0.5787876634357614
13440,"",""
51300,"",""
34470,"",""
14880,"",""
57570,"",""
5070,"",""
55800,"",""
108720,"",""
19620,"",""
119070,0.9921208562416799,0.9921208562416799
44460,"",""
34043,0.9922794855858894,0.9923958418221456
46350,"",""
63060,0.428467990109264,0.428467990109264
26100,0.9738181084880417,0.9952227536000962
70830,0.975669913368666,0.987700044645388
22260,"",""
35670,"",""
31062,0.4403656203435652,0.4403656203435652
50700,"",""
123150,"",""
88377,0.9758817809127792,0.9891392339017255
106317,0.8947491299505813,0.9523986228932517
70770,"",""
59940,"",""
10080,"",""
100470,0.9920305016929716,0.9949591968762396
43680,"",""
0,"",""
61200,0.9941260379004018,0.9941260379004018
108930,"",""
31410,"",""
113490,"",""
104100,"",""
19218,0.9620582711362333,0.9926147997862406
118290,"",""
33000,"",""
51060,0.9409428560261998,0.989501162081382
3011,0.4127998889498518,0.4127998889498518
92970,"",""
24810,"",""
27681,0.9695598890553565,0.9952227536000962
9930,"",""
106020,"",""
15000,"",""
26340,"",""
106350,"",""
6600,"",""
113304,0.9874192138200173,0.9927742648919292
22620,0.5160878481923196,0.5160878481923196
130404,0.9941920190537672,0.9941920190537672
127170,"",""
95637,0.9238864547222282,0.9851882106844297
3630,0.9870355791140798,0.9870355791140798
27744,0.9677586166641522,0.9705366362081936
87240,"",""
90360,"",""
103170,"",""
81570,"",""
120624,0.9952227536000962,0.9952227536000962
43290,"",""
69027,0.9293039126099886,0.9952227536000962
17220,"",""
8219,0.6948614922038805,0.6948614922038805
67890,0.752096511913583,0.9925468645354409
103020,"",""
28411,"",""
2742,0.6068242785271024,0.6068242785271024
86251,"",""
92821,"",""
97405,0.8876435247475019,0.9948194079334803
11641,"",""
99961,0.879578873605421,0.9952227536000962
35101,"",""
39961,"",""
6301,0.9905934002865586,0.9905934002865586
60091,"",""
128881,"",""
126571,0.9837546947152418,0.9923962587826286
90391,"",""
18661,"",""
76951,"",""
102241,"",""
45331,"",""
124111,"",""
17011,0.5566921311431321,0.9952227536000962
2217,0.4278354115526616,0.4278354115526616
38698,0.9833012551657081,0.9922323843947127
64168,0.988351078487106,0.988351078487106
11161,"",""
99661,0.7868840764293644,0.9498232166055077
30181,"",""
114121,"",""
