z_cluster,z_minScore,z_maxScore
48510,"",""
94530,"",""
120480,"",""
70860,"",""
53010,"",""
103590,"",""
56130,"",""
107460,0.9310147707497773,0.9310147707497773
75000,"",""
17400,0.492188554058964,0.492188554058964
51480,0.9907453314477414,0.9907453314477414
14310,"",""
124320,"",""
6720,"",""
61140,"",""
99771,0.52892408616227,0.9791102022390467
210,"",""
10474,0.40871123166873974,0.5656913104592444
14490,"",""
120570,"",""
127560,"",""
50460,"",""
30330,"",""
96210,"",""
91158,0.44725818121887184,0.8727952697924489
2640,"",""
80970,"",""
124170,"",""
10216,0.41638758736553994,0.6917999153404757
6210,"",""
100080,"",""
2580,"",""
38400,"",""
89940,"",""
66870,"",""
50100,0.9952227536000962,0.9952227536000962
63870,"",""
2506,0.4082838735221312,0.9812755650281201
42810,"",""
58170,"",""
129240,"",""
48051,0.9719082645328508,0.9743157115778992
40410,"",""
8880,"",""
66330,0.46801557484652545,0.46801557484652545
17760,"",""
111030,"",""
53280,"",""
36240,"",""
1743,0.4072492574497332,0.7789705705202024
99960,"",""
50370,"",""
122460,"",""
31319,0.4289957613173696,0.4289957613173696
111627,0.9542794250410003,0.9542794250410003
33180,0.99252668189982,0.99252668189982
93060,"",""
10017,0.9137739734750572,0.9663527111887975
31200,"",""
110100,"",""
9450,"",""
29010,"",""
2506,0.4258554865008194,0.4258554865008194
21750,"",""
6090,"",""
25770,"",""
61470,"",""
112890,"",""
112050,"",""
20520,"",""
30510,"",""
6270,"",""
118767,0.6531791544247523,0.6531791544247523
49800,"",""
21304,0.53870798960491,0.53870798960491
67380,"",""
11814,0.8596407842721586,0.9471737199760139
23340,"",""
126930,"",""
107310,"",""
22380,"",""
44100,"",""
8310,"",""
121980,"",""
43590,0.9874055901858803,0.9925783838194544
3011,0.4083544286613461,0.4804795844861965
26958,0.5448864499614736,0.5448864499614736
8945,0.9850851331362681,0.9940510622067503
100380,"",""
32087,0.4088620072133983,0.4088620072133983
93270,"",""
14754,0.9723166645873758,0.9899216352393433
126120,"",""
123390,"",""
96660,"",""
94290,0.9913021845781982,0.9929852922883682
56730,"",""
84180,0.9949109049845081,0.9949109049845081
48210,"",""
3300,"",""
86670,"",""
22350,"",""
120810,"",""
19737,0.9541172241907199,0.9913999706710128
109650,"",""
113220,"",""
73710,"",""
97020,"",""
90900,"",""
101010,"",""
71280,"",""
72870,"",""
91824,0.9736923861482584,0.9741085219016429
108000,"",""
82020,"",""
125310,"",""
27990,"",""
80130,"",""
122760,"",""
128520,"",""
111390,"",""
129420,"",""
127110,"",""
840,"",""
19290,"",""
105450,"",""
105870,"",""
7710,"",""
111051,0.8775602615412946,0.8775602615412946
100410,"",""
73950,"",""
85320,"",""
75180,"",""
95730,"",""
123348,0.8141894233921141,0.9918484705620987
124620,0.8854183309357614,0.9872021338195044
15211,"",""
16201,"",""
46768,0.9927742648919292,0.9927742648919292
24721,"",""
39451,"",""
46522,0.9547697499141842,0.9872111951358362
33001,"",""
17431,"",""
95911,"",""
80041,"",""
80881,"",""
47221,"",""
17641,"",""
67471,"",""
27331,"",""
97321,0.8125568013294278,0.9943027672682849
94681,"",""
53911,"",""
85801,"",""
50041,"",""
62461,"",""
114481,0.9802704610270954,0.9948194079334803
130801,"",""
117601,"",""
81061,"",""
22755,0.4083834454101054,0.44066326702188174
42721,"",""
109321,"",""
122998,0.9841988181917897,0.9841988181917897
102031,"",""
94051,"",""
90541,"",""
108181,0.9882037467158304,0.9882037467158304
45481,"",""
125161,0.8857820961894306,0.9911805581671316
121051,"",""
117301,"",""
60358,0.4666828938496709,0.9952227536000962
14971,"",""
11251,"",""
76801,"",""
78871,"",""
44581,"",""
15571,0.9496271205145691,0.9496271205145691
119581,"",""
109861,"",""
70171,"",""
39571,"",""
125461,"",""
92881,"",""
61621,"",""
5281,"",""
55261,"",""
132151,"",""
1921,"",""
781,"",""
1261,"",""
116881,"",""
95701,"",""
105451,"",""
111721,"",""
36181,"",""
25435,0.9844673081385493,0.9844673081385493
114211,"",""
65671,"",""
1806,0.46444613612569147,0.46444613612569147
39151,"",""
120421,"",""
51871,"",""
70441,"",""
127801,0.9802256681316158,0.9917378605752474
60631,"",""
121291,"",""
27181,"",""
57451,0.4136723839939129,0.4136723839939129
85921,"",""
123631,"",""
109225,0.42185914484047565,0.9818242920356105
53761,"",""
59011,"",""
61861,"",""
5593,0.4190031342104488,0.9952227536000962
12691,"",""
83371,"",""
54301,"",""
12676,0.41779774288265337,0.9851629869215811
87811,"",""
98971,"",""
23521,"",""
90652,0.9881761805738833,0.9952227536000962
107281,0.9922134197501316,0.9945404505764834
119551,"",""
89641,"",""
96841,"",""
117691,"",""
84721,"",""
6841,"",""
39898,0.9945052298849733,0.9945052298849733
70861,"",""
66391,"",""
4627,0.4316186344857606,0.4316186344857606
43681,"",""
127201,"",""
4711,"",""
9601,"",""
5401,0.5790908954987182,0.5790908954987182
126661,"",""
15541,"",""
101701,"",""
