z_cluster,z_minScore,z_maxScore
94050,"",""
48810,"",""
67200,"",""
29250,"",""
126600,"",""
86730,"",""
49650,"",""
49494,0.7412222196504579,0.8674738874019672
128190,"",""
12261,0.9873998465877638,0.9924388528162107
35850,"",""
65544,0.9868481978869751,0.9941260379004018
20970,0.4984759616599552,0.4984759616599552
22920,"",""
15420,"",""
33750,"",""
91710,"",""
82710,"",""
105987,0.9049434417669363,0.9430856409299938
8457,0.9742502013749933,0.9742502013749933
125454,0.988855785310108,0.988855785310108
65040,"",""
13236,0.4179113914347507,0.6439236716370361
72480,"",""
12840,"",""
120657,0.9303690576628886,0.9920494604868552
53040,"",""
87381,0.7680488708446167,0.9561592121434548
105960,"",""
118410,"",""
51750,"",""
54138,0.9306478630443517,0.981138821011245
117360,"",""
14129,0.6726177406970903,0.6726177406970903
105300,"",""
124590,"",""
125730,"",""
5280,"",""
7530,"",""
16650,"",""
82740,"",""
103710,"",""
95910,"",""
55290,"",""
48555,0.8356084607767548,0.9762084969383447
59070,"",""
41520,"",""
33496,0.8435495678821675,0.9760764312835611
126720,"",""
24030,0.4173401812122707,0.4173401812122707
121827,0.808331565912402,0.9929852922883682
2100,"",""
24870,"",""
15180,"",""
41130,"",""
117810,"",""
36480,"",""
123270,"",""
6360,0.9919933564178508,0.9919933564178508
93330,"",""
97470,"",""
85020,"",""
17070,"",""
53760,"",""
16020,"",""
11004,0.9761940622742191,0.9761940622742191
110934,0.9112957393988368,0.9921472003379062
64230,"",""
9180,"",""
78546,0.6288978627971221,0.6288978627971221
126660,0.981138821011245,0.981138821011245
570,"",""
2400,"",""
34260,"",""
18930,0.756617724988648,0.9946207768647507
52680,0.9733422652773841,0.9942505293407329
104070,0.9940955429506318,0.9940955429506318
21840,"",""
28311,0.9582755911913989,0.9928350757349335
113370,"",""
85167,0.7289479183687031,0.9493627568794131
89880,"",""
82350,"",""
27930,"",""
97920,"",""
35970,"",""
23550,"",""
97320,"",""
55464,0.821224907230933,0.9572369387197102
115500,"",""
3358,0.4938869332020251,0.980891712306987
12480,"",""
126,0.7709295472381993,0.9075022957364108
38820,"",""
22860,"",""
45330,0.992908095203753,0.9947209756762526
28822,0.480077393559405,0.8268672002498312
57690,"",""
126630,"",""
109020,"",""
7320,"",""
73914,0.994321615596793,0.9952227536000962
17340,"",""
123660,"",""
49140,"",""
122514,0.991955220922719,0.9952227536000962
9870,"",""
122550,"",""
29940,"",""
49830,"",""
85080,"",""
48360,"",""
64044,0.9504141501045917,0.994321615596793
75360,"",""
9531,0.5128265995783078,0.5128265995783078
109470,"",""
79740,"",""
72630,"",""
52860,"",""
85917,0.9892789640713152,0.9947826487625325
105630,"",""
102690,"",""
18057,0.9916719089440741,0.9947209756762526
105120,"",""
87330,"",""
11790,"",""
124110,"",""
8114,0.4016981905497281,0.9952227536000962
9092,0.46171553511935337,0.9952227536000962
45954,0.9934386688644132,0.994321615596793
42210,"",""
53550,"",""
7140,"",""
98850,"",""
129450,"",""
53781,0.9634843281938681,0.9809403306104878
5820,"",""
28170,"",""
108661,0.978246623952701,0.978246623952701
61231,"",""
102301,"",""
85828,0.8486854622097445,0.9936668852876861
62251,"",""
112831,"",""
57091,"",""
32461,"",""
62281,"",""
26011,"",""
110851,"",""
2635,0.43021997512481164,0.9541693873048005
18511,"",""
55921,"",""
122251,"",""
54991,"",""
83611,"",""
55111,"",""
13351,"",""
88951,"",""
23281,0.9233133662656021,0.9936109261068321
116341,"",""
98071,"",""
100591,"",""
21661,"",""
22801,"",""
34171,"",""
30661,"",""
103351,"",""
71761,"",""
100201,"",""
7531,"",""
64951,"",""
29851,"",""
107731,"",""
57601,"",""
48031,"",""
25591,"",""
22021,"",""
13527,0.4629834098654817,0.4629834098654817
737,0.45582467185549863,0.45582467185549863
76321,"",""
44911,"",""
72631,"",""
28858,0.9952227536000962,0.9952227536000962
691,"",""
118471,"",""
25981,"",""
43921,"",""
95548,0.991069602258664,0.9916831793533227
84421,"",""
12066,0.4759452837762322,0.4759452837762322
61648,0.9626143021977713,0.9668488566799537
43291,"",""
29731,"",""
82531,"",""
33181,"",""
96151,"",""
105841,"",""
35368,0.9952227536000962,0.9952227536000962
103651,"",""
48541,"",""
26761,"",""
117091,"",""
56321,0.48826378433895606,0.5065902847050859
19471,"",""
128161,"",""
9631,"",""
80791,"",""
64651,"",""
44335,0.9488484449670926,0.9883652126324259
18091,"",""
103681,"",""
110641,"",""
92971,"",""
69391,0.9922982403662016,0.9922982403662016
116491,"",""
18181,"",""
36151,"",""
49681,0.9665672133197039,0.9952227536000962
1501,"",""
57931,"",""
95131,"",""
72571,"",""
47911,0.5096117422424119,0.5096117422424119
52831,"",""
53551,"",""
57271,"",""
105661,"",""
47635,0.8686730350951284,0.9877351828188466
100951,"",""
51388,0.8575883796069259,0.8942849287180852
126,0.5966527322159343,0.5966527322159343
106891,"",""
127141,"",""
74761,"",""
108691,"",""
74641,"",""
22381,"",""
40261,"",""
57961,"",""
98641,"",""
91801,"",""
62941,"",""
60991,"",""
41338,0.9393827176831733,0.9952227536000962
46321,"",""
96871,"",""
68701,"",""
125281,"",""
128971,"",""
57751,"",""
98731,"",""
82021,"",""
126421,0.6550750155087888,0.9949591968762396
112801,"",""
19411,"",""
71011,0.9794503414225076,0.9931483663355869
64825,0.7034653695993959,0.9905934002865586
117121,"",""
76201,"",""
27601,"",""
119191,"",""
47011,"",""
37591,"",""
51331,"",""
76381,"",""
